activo,criterio,R medio,PF,acierto,peso máx
BTC,tamaño constante,0.4414074138036419,1.9105512818808394,0.3,1.0
BTC,convergencia (actual),0.6307176329193876,2.369653098543212,0.3,1.5584415584415583
BTC,IA (walk-forward),0.5485010343169264,2.2421131825492386,0.3,1.8251573799315917
BTC,convergencia × IA,0.7035243618342503,2.6779799240186293,0.3,2.7826811304768038
ONDO,tamaño constante,0.2636861834301112,1.5034266860624932,0.3673469387755102,1.0
ONDO,convergencia (actual),0.2857345817678382,1.5477339362026694,0.3673469387755102,1.4736842105263157
ONDO,IA (walk-forward),0.275240382961858,1.5339447515355362,0.3673469387755102,1.5042790331441822
ONDO,convergencia × IA,0.2538801344049366,1.4739675554460712,0.3673469387755102,2.2168479526454252
